i,j,x,y,u,v,p,speed
0,0,0.00000000,0.00000000,0.00000000,0.00000000,-265.87361749,0.00000000
0,1,0.02500000,0.00000000,0.00000000,0.00000000,-265.87442042,0.00000000
0,2,0.05000000,0.00000000,0.00000000,0.00000000,-265.87470621,0.00000000
0,3,0.07500000,0.00000000,0.00000000,0.00000000,-265.87498134,0.00000000
0,4,0.10000000,0.00000000,0.00000000,0.00000000,-265.87536508,0.00000000
0,5,0.12500000,0.00000000,0.00000000,0.00000000,-265.87568672,0.00000000
0,6,0.15000000,0.00000000,0.00000000,0.00000000,-265.87599818,0.00000000
0,7,0.17500000,0.00000000,0.00000000,0.00000000,-265.87622309,0.00000000
0,8,0.20000000,0.00000000,0.00000000,0.00000000,-265.87638355,0.00000000
0,9,0.22500000,0.00000000,0.00000000,0.00000000,-265.87644996,0.00000000
0,10,0.25000000,0.00000000,0.00000000,0.00000000,-265.87643227,0.00000000
0,11,0.27500000,0.00000000,0.00000000,0.00000000,-265.87632048,0.00000000
0,12,0.30000000,0.00000000,0.00000000,0.00000000,-265.87611967,0.00000000
0,13,0.32500000,0.00000000,0.00000000,0.00000000,-265.87582767,0.00000000
0,14,0.35000000,0.00000000,0.00000000,0.00000000,-265.87544835,0.00000000
0,15,0.37500000,0.00000000,0.00000000,0.00000000,-265.87498376,0.00000000
0,16,0.40000000,0.00000000,0.00000000,0.00000000,-265.87443927,0.00000000
0,17,0.42500000,0.00000000,0.00000000,0.00000000,-265.87382109,0.00000000
0,18,0.45000000,0.00000000,0.00000000,0.00000000,-265.87313834,0.00000000
0,19,0.47500000,0.00000000,0.00000000,0.00000000,-265.87240227,0.00000000
0,20,0.50000000,0.00000000,0.00000000,0.00000000,-265.87162708,0.00000000
0,21,0.52500000,0.00000000,0.00000000,0.00000000,-265.87082952,0.00000000
0,22,0.55000000,0.00000000,0.00000000,0.00000000,-265.87002849,0.00000000
0,23,0.57500000,0.00000000,0.00000000,0.00000000,-265.86924540,0.00000000
0,24,0.60000000,0.00000000,0.00000000,0.00000000,-265.86850319,0.00000000
0,25,0.62500000,0.00000000,0.00000000,0.00000000,-265.86782535,0.00000000
0,26,0.65000000,0.00000000,0.00000000,0.00000000,-265.86723421,0.00000000
0,27,0.67500000,0.00000000,0.00000000,0.00000000,-265.86675045,0.00000000
0,28,0.70000000,0.00000000,0.00000000,0.00000000,-265.86638991,0.00000000
0,29,0.72500000,0.00000000,0.00000000,0.00000000,-265.86616501,0.00000000
0,30,0.75000000,0.00000000,0.00000000,0.00000000,-265.86607872,0.00000000
0,31,0.77500000,0.00000000,0.00000000,0.00000000,-265.86613130,0.00000000
0,32,0.80000000,0.00000000,0.00000000,0.00000000,-265.86630731,0.00000000
0,33,0.82500000,0.00000000,0.00000000,0.00000000,-265.86659481,0.00000000
0,34,0.85000000,0.00000000,0.00000000,0.00000000,-265.86695557,0.00000000
0,35,0.87500000,0.00000000,0.00000000,0.00000000,-265.86737067,0.00000000
0,36,0.90000000,0.00000000,0.00000000,0.00000000,-265.86777591,0.00000000
0,37,0.92500000,0.00000000,0.00000000,0.00000000,-265.86815366,0.00000000
0,38,0.95000000,0.00000000,0.00000000,0.00000000,-265.86842225,0.00000000
0,39,0.97500000,0.00000000,0.00000000,0.00000000,-265.86855989,0.00000000
0,40,1.00000000,0.00000000,0.00000000,0.00000000,-265.86855989,0.00000000
1,0,0.00000000,0.02500000,0.00000000,0.00000000,-265.87442042,0.00000000
1,1,0.02500000,0.02500000,0.00010601,-0.00002906,-265.87442042,0.00010992
1,2,0.05000000,0.02500000,0.00007116,0.00011257,-265.87470621,0.00013318
1,3,0.07500000,0.02500000,-0.00022621,0.00028854,-265.87498134,0.00036664
1,4,0.10000000,0.02500000,-0.00076486,0.00046871,-265.87536508,0.00089705
1,5,0.12500000,0.02500000,-0.00154737,0.00061957,-265.87568672,0.00166680
1,6,0.15000000,0.02500000,-0.00251484,0.00074075,-265.87599818,0.00262166
1,7,0.17500000,0.02500000,-0.00363635,0.00082843,-265.87622309,0.00372952
1,8,0.20000000,0.02500000,-0.00486041,0.00088766,-265.87638355,0.00494080
1,9,0.22500000,0.02500000,-0.00615324,0.00092078,-265.87644996,0.00622175
1,10,0.25000000,0.02500000,-0.00747603,0.00093181,-265.87643227,0.00753387
1,11,0.27500000,0.02500000,-0.00879930,0.00092294,-265.87632048,0.00884757
1,12,0.30000000,0.02500000,-0.01009287,0.00089625,-265.87611967,0.01013259
1,13,0.32500000,0.02500000,-0.01133076,0.00085268,-265.87582767,0.01136279
1,14,0.35000000,0.02500000,-0.01248690,0.00079293,-265.87544835,0.01251205
1,15,0.37500000,0.02500000,-0.01353691,0.00071726,-265.87498376,0.01355589
1,16,0.40000000,0.02500000,-0.01445657,0.00062595,-265.87443927,0.01447011
1,17,0.42500000,0.02500000,-0.01522281,0.00051944,-265.87382109,0.01523167
1,18,0.45000000,0.02500000,-0.01581367,0.00039861,-265.87313834,0.01581869
1,19,0.47500000,0.02500000,-0.01620928,0.00026486,-265.87240227,0.01621144
1,20,0.50000000,0.02500000,-0.01639259,0.00012030,-265.87162708,0.01639303
1,21,0.52500000,0.02500000,-0.01635053,-0.00003224,-265.87082952,0.01635056
1,22,0.55000000,0.02500000,-0.01607484,-0.00018916,-265.87002849,0.01607595
1,23,0.57500000,0.02500000,-0.01556347,-0.00034585,-265.86924540,0.01556731
1,24,0.60000000,0.02500000,-0.01482170,-0.00049687,-265.86850319,0.01483003
1,25,0.62500000,0.02500000,-0.01386322,-0.00063622,-265.86782535,0.01387781
1,26,0.65000000,0.02500000,-0.01271042,-0.00075758,-265.86723421,0.01273298
1,27,0.67500000,0.02500000,-0.01139488,-0.00085471,-265.86675045,0.01142689
1,28,0.70000000,0.02500000,-0.00995636,-0.00092192,-265.86638991,0.00999895
1,29,0.72500000,0.02500000,-0.00844255,-0.00095435,-265.86616501,0.00849632
1,30,0.75000000,0.02500000,-0.00690617,-0.00094865,-265.86607872,0.00697103
1,31,0.77500000,0.02500000,-0.00540465,-0.00090296,-265.86613130,0.00547956
1,32,0.80000000,0.02500000,-0.00399428,-0.00081793,-265.86630731,0.00407716
1,33,0.82500000,0.02500000,-0.00273166,-0.00069577,-265.86659481,0.00281887
1,34,0.85000000,0.02500000,-0.00166317,-0.00054274,-265.86695557,0.00174948
1,35,0.87500000,0.02500000,-0.00083070,-0.00036594,-265.86737067,0.00090773
1,36,0.90000000,0.02500000,-0.00025359,-0.00018130,-265.86777591,0.00031174
1,37,0.92500000,0.02500000,0.00006220,-0.00000478,-265.86815366,0.00006238
1,38,0.95000000,0.02500000,0.00014772,0.00012219,-265.86842225,0.00019171
1,39,0.97500000,0.02500000,0.00008710,0.00016013,-265.86855989,0.00018228
1,40,1.00000000,0.02500000,0.00000000,0.00000000,-265.86855989,0.00000000
2,0,0.00000000,0.05000000,0.00000000,0.00000000,-265.87419416,0.00000000
2,1,0.02500000,0.05000000,-0.00000435,0.00005397,-265.87419416,0.00005414
2,2,0.05000000,0.05000000,-0.00029628,0.00047951,-265.87447531,0.00056366
2,3,0.07500000,0.05000000,-0.00103456,0.00097465,-265.87466002,0.00142136
2,4,0.10000000,0.05000000,-0.00216702,0.00147561,-265.87495818,0.00262171
2,5,0.12500000,0.05000000,-0.00369985,0.00190325,-265.87517958,0.00416068
2,6,0.15000000,0.05000000,-0.00554374,0.00225164,-265.87540953,0.00598355
2,7,0.17500000,0.05000000,-0.00764834,0.00250922,-265.87556492,0.00804943
2,8,0.20000000,0.05000000,-0.00993079,0.00268514,-265.87567787,0.01028740
2,9,0.22500000,0.05000000,-0.01233136,0.00278438,-265.87571494,0.01264181
