i,j,x,y,u,v,p,speed
0,0,0.00000000,0.00000000,0.00000000,0.00000000,-20.10565330,0.00000000
0,1,0.01250000,0.00000000,0.00000000,0.00000000,-20.10574497,0.00000000
0,2,0.02500000,0.00000000,0.00000000,0.00000000,-20.10578577,0.00000000
0,3,0.03750000,0.00000000,0.00000000,0.00000000,-20.10587886,0.00000000
0,4,0.05000000,0.00000000,0.00000000,0.00000000,-20.10601173,0.00000000
0,5,0.06250000,0.00000000,0.00000000,0.00000000,-20.10617460,0.00000000
0,6,0.07500000,0.00000000,0.00000000,0.00000000,-20.10635743,0.00000000
0,7,0.08750000,0.00000000,0.00000000,0.00000000,-20.10655120,0.00000000
0,8,0.10000000,0.00000000,0.00000000,0.00000000,-20.10674826,0.00000000
0,9,0.11250000,0.00000000,0.00000000,0.00000000,-20.10694226,0.00000000
0,10,0.12500000,0.00000000,0.00000000,0.00000000,-20.10712808,0.00000000
0,11,0.13750000,0.00000000,0.00000000,0.00000000,-20.10730163,0.00000000
0,12,0.15000000,0.00000000,0.00000000,0.00000000,-20.10745970,0.00000000
0,13,0.16250000,0.00000000,0.00000000,0.00000000,-20.10759982,0.00000000
0,14,0.17500000,0.00000000,0.00000000,0.00000000,-20.10772011,0.00000000
0,15,0.18750000,0.00000000,0.00000000,0.00000000,-20.10781916,0.00000000
0,16,0.20000000,0.00000000,0.00000000,0.00000000,-20.10789594,0.00000000
0,17,0.21250000,0.00000000,0.00000000,0.00000000,-20.10794972,0.00000000
0,18,0.22500000,0.00000000,0.00000000,0.00000000,-20.10797999,0.00000000
0,19,0.23750000,0.00000000,0.00000000,0.00000000,-20.10798640,0.00000000
0,20,0.25000000,0.00000000,0.00000000,0.00000000,-20.10796875,0.00000000
0,21,0.26250000,0.00000000,0.00000000,0.00000000,-20.10792694,0.00000000
0,22,0.27500000,0.00000000,0.00000000,0.00000000,-20.10786091,0.00000000
0,23,0.28750000,0.00000000,0.00000000,0.00000000,-20.10777071,0.00000000
0,24,0.30000000,0.00000000,0.00000000,0.00000000,-20.10765641,0.00000000
0,25,0.31250000,0.00000000,0.00000000,0.00000000,-20.10751814,0.00000000
0,26,0.32500000,0.00000000,0.00000000,0.00000000,-20.10735610,0.00000000
0,27,0.33750000,0.00000000,0.00000000,0.00000000,-20.10717055,0.00000000
0,28,0.35000000,0.00000000,0.00000000,0.00000000,-20.10696182,0.00000000
0,29,0.36250000,0.00000000,0.00000000,0.00000000,-20.10673034,0.00000000
0,30,0.37500000,0.00000000,0.00000000,0.00000000,-20.10647666,0.00000000
0,31,0.38750000,0.00000000,0.00000000,0.00000000,-20.10620141,0.00000000
0,32,0.40000000,0.00000000,0.00000000,0.00000000,-20.10590542,0.00000000
0,33,0.41250000,0.00000000,0.00000000,0.00000000,-20.10558962,0.00000000
0,34,0.42500000,0.00000000,0.00000000,0.00000000,-20.10525513,0.00000000
0,35,0.43750000,0.00000000,0.00000000,0.00000000,-20.10490327,0.00000000
0,36,0.45000000,0.00000000,0.00000000,0.00000000,-20.10453552,0.00000000
0,37,0.46250000,0.00000000,0.00000000,0.00000000,-20.10415357,0.00000000
0,38,0.47500000,0.00000000,0.00000000,0.00000000,-20.10375933,0.00000000
0,39,0.48750000,0.00000000,0.00000000,0.00000000,-20.10335488,0.00000000
0,40,0.50000000,0.00000000,0.00000000,0.00000000,-20.10294252,0.00000000
0,41,0.51250000,0.00000000,0.00000000,0.00000000,-20.10252474,0.00000000
0,42,0.52500000,0.00000000,0.00000000,0.00000000,-20.10210418,0.00000000
0,43,0.53750000,0.00000000,0.00000000,0.00000000,-20.10168367,0.00000000
0,44,0.55000000,0.00000000,0.00000000,0.00000000,-20.10126619,0.00000000
0,45,0.56250000,0.00000000,0.00000000,0.00000000,-20.10085487,0.00000000
0,46,0.57500000,0.00000000,0.00000000,0.00000000,-20.10045289,0.00000000
0,47,0.58750000,0.00000000,0.00000000,0.00000000,-20.10006350,0.00000000
0,48,0.60000000,0.00000000,0.00000000,0.00000000,-20.09968997,0.00000000
0,49,0.61250000,0.00000000,0.00000000,0.00000000,-20.09933552,0.00000000
0,50,0.62500000,0.00000000,0.00000000,0.00000000,-20.09900327,0.00000000
0,51,0.63750000,0.00000000,0.00000000,0.00000000,-20.09869624,0.00000000
0,52,0.65000000,0.00000000,0.00000000,0.00000000,-20.09841722,0.00000000
0,53,0.66250000,0.00000000,0.00000000,0.00000000,-20.09816878,0.00000000
0,54,0.67500000,0.00000000,0.00000000,0.00000000,-20.09795319,0.00000000
0,55,0.68750000,0.00000000,0.00000000,0.00000000,-20.09777238,0.00000000
0,56,0.70000000,0.00000000,0.00000000,0.00000000,-20.09762789,0.00000000
0,57,0.71250000,0.00000000,0.00000000,0.00000000,-20.09752082,0.00000000
0,58,0.72500000,0.00000000,0.00000000,0.00000000,-20.09745180,0.00000000
0,59,0.73750000,0.00000000,0.00000000,0.00000000,-20.09742098,0.00000000
