i,j,x,y,u,v,p,speed
0,0,0.00000000,0.00000000,0.00000000,0.00000000,-36.37743145,0.00000000
0,1,0.01250000,0.00000000,0.00000000,0.00000000,-36.37752313,0.00000000
0,2,0.02500000,0.00000000,0.00000000,0.00000000,-36.37756404,0.00000000
0,3,0.03750000,0.00000000,0.00000000,0.00000000,-36.37765815,0.00000000
0,4,0.05000000,0.00000000,0.00000000,0.00000000,-36.37779269,0.00000000
0,5,0.06250000,0.00000000,0.00000000,0.00000000,-36.37795783,0.00000000
0,6,0.07500000,0.00000000,0.00000000,0.00000000,-36.37814341,0.00000000
0,7,0.08750000,0.00000000,0.00000000,0.00000000,-36.37834027,0.00000000
0,8,0.10000000,0.00000000,0.00000000,0.00000000,-36.37854067,0.00000000
0,9,0.11250000,0.00000000,0.00000000,0.00000000,-36.37873816,0.00000000
0,10,0.12500000,0.00000000,0.00000000,0.00000000,-36.37892756,0.00000000
0,11,0.13750000,0.00000000,0.00000000,0.00000000,-36.37910470,0.00000000
0,12,0.15000000,0.00000000,0.00000000,0.00000000,-36.37926635,0.00000000
0,13,0.16250000,0.00000000,0.00000000,0.00000000,-36.37940999,0.00000000
0,14,0.17500000,0.00000000,0.00000000,0.00000000,-36.37953371,0.00000000
0,15,0.18750000,0.00000000,0.00000000,0.00000000,-36.37963609,0.00000000
0,16,0.20000000,0.00000000,0.00000000,0.00000000,-36.37971608,0.00000000
0,17,0.21250000,0.00000000,0.00000000,0.00000000,-36.37977292,0.00000000
0,18,0.22500000,0.00000000,0.00000000,0.00000000,-36.37980612,0.00000000
0,19,0.23750000,0.00000000,0.00000000,0.00000000,-36.37981531,0.00000000
0,20,0.25000000,0.00000000,0.00000000,0.00000000,-36.37980028,0.00000000
0,21,0.26250000,0.00000000,0.00000000,0.00000000,-36.37976091,0.00000000
0,22,0.27500000,0.00000000,0.00000000,0.00000000,-36.37969716,0.00000000
0,23,0.28750000,0.00000000,0.00000000,0.00000000,-36.37960906,0.00000000
0,24,0.30000000,0.00000000,0.00000000,0.00000000,-36.37949666,0.00000000
0,25,0.31250000,0.00000000,0.00000000,0.00000000,-36.37936010,0.00000000
0,26,0.32500000,0.00000000,0.00000000,0.00000000,-36.37919956,0.00000000
0,27,0.33750000,0.00000000,0.00000000,0.00000000,-36.37901530,0.00000000
0,28,0.35000000,0.00000000,0.00000000,0.00000000,-36.37880764,0.00000000
0,29,0.36250000,0.00000000,0.00000000,0.00000000,-36.37857701,0.00000000
0,30,0.37500000,0.00000000,0.00000000,0.00000000,-36.37832394,0.00000000
0,31,0.38750000,0.00000000,0.00000000,0.00000000,-36.37804908,0.00000000
0,32,0.40000000,0.00000000,0.00000000,0.00000000,-36.37775323,0.00000000
0,33,0.41250000,0.00000000,0.00000000,0.00000000,-36.37743736,0.00000000
0,34,0.42500000,0.00000000,0.00000000,0.00000000,-36.37710258,0.00000000
0,35,0.43750000,0.00000000,0.00000000,0.00000000,-36.37675020,0.00000000
0,36,0.45000000,0.00000000,0.00000000,0.00000000,-36.37638175,0.00000000
0,37,0.46250000,0.00000000,0.00000000,0.00000000,-36.37599891,0.00000000
0,38,0.47500000,0.00000000,0.00000000,0.00000000,-36.37560361,0.00000000
0,39,0.48750000,0.00000000,0.00000000,0.00000000,-36.37519797,0.00000000
0,40,0.50000000,0.00000000,0.00000000,0.00000000,-36.37478430,0.00000000
0,41,0.51250000,0.00000000,0.00000000,0.00000000,-36.37436512,0.00000000
0,42,0.52500000,0.00000000,0.00000000,0.00000000,-36.37394311,0.00000000
0,43,0.53750000,0.00000000,0.00000000,0.00000000,-36.37352114,0.00000000
0,44,0.55000000,0.00000000,0.00000000,0.00000000,-36.37310221,0.00000000
0,45,0.56250000,0.00000000,0.00000000,0.00000000,-36.37268950,0.00000000
0,46,0.57500000,0.00000000,0.00000000,0.00000000,-36.37228623,0.00000000
0,47,0.58750000,0.00000000,0.00000000,0.00000000,-36.37189569,0.00000000
0,48,0.60000000,0.00000000,0.00000000,0.00000000,-36.37152118,0.00000000
0,49,0.61250000,0.00000000,0.00000000,0.00000000,-36.37116597,0.00000000
0,50,0.62500000,0.00000000,0.00000000,0.00000000,-36.37083321,0.00000000
0,51,0.63750000,0.00000000,0.00000000,0.00000000,-36.37052595,0.00000000
0,52,0.65000000,0.00000000,0.00000000,0.00000000,-36.37024702,0.00000000
0,53,0.66250000,0.00000000,0.00000000,0.00000000,-36.36999901,0.00000000
0,54,0.67500000,0.00000000,0.00000000,0.00000000,-36.36978420,0.00000000
0,55,0.68750000,0.00000000,0.00000000,0.00000000,-36.36960454,0.00000000
0,56,0.70000000,0.00000000,0.00000000,0.00000000,-36.36946158,0.00000000
0,57,0.71250000,0.00000000,0.00000000,0.00000000,-36.36935642,0.00000000
0,58,0.72500000,0.00000000,0.00000000,0.00000000,-36.36928967,0.00000000
0,59,0.73750000,0.00000000,0.00000000,0.00000000,-36.36926147,0.00000000
0,60,0.75000000,0.00000000,0.00000000,0.00000000,-36.36927140,0.00000000
0,61,0.76250000,0.00000000,0.00000000,0.00000000,-36.36931848,0.00000000
0,62,0.77500000,0.00000000,0.00000000,0.00000000,-36.36940120,0.00000000
0,63,0.78750000,0.00000000,0.00000000,0.00000000,-36.36951745,0.00000000
0,64,0.80000000,0.00000000,0.00000000,0.00000000,-36.36966459,0.00000000
0,65,0.81250000,0.00000000,0.00000000,0.00000000,-36.36983942,0.00000000
0,66,0.82500000,0.00000000,0.00000000,0.00000000,-36.37003820,0.00000000
0,67,0.83750000,0.00000000,0.00000000,0.00000000,-36.37025667,0.00000000
0,68,0.85000000,0.00000000,0.00000000,0.00000000,-36.37049009,0.00000000
0,69,0.86250000,0.00000000,0.00000000,0.00000000,-36.37073322,0.00000000
0,70,0.87500000,0.00000000,0.00000000,0.00000000,-36.37098038,0.00000000
0,71,0.88750000,0.00000000,0.00000000,0.00000000,-36.37122545,0.00000000
0,72,0.90000000,0.00000000,0.00000000,0.00000000,-36.37146190,0.00000000
0,73,0.91250000,0.00000000,0.00000000,0.00000000,-36.37168286,0.00000000
0,74,0.92500000,0.00000000,0.00000000,0.00000000,-36.37188113,0.00000000
0,75,0.93750000,0.00000000,0.00000000,0.00000000,-36.37204942,0.00000000
0,76,0.95000000,0.00000000,0.00000000,0.00000000,-36.37218078,0.00000000
0,77,0.96250000,0.00000000,0.00000000,0.00000000,-36.37226851,0.00000000
0,78,0.97500000,0.00000000,0.00000000,0.00000000,-36.37231280,0.00000000
0,79,0.98750000,0.00000000,0.00000000,0.00000000,-36.37229670,0.00000000
0,80,1.00000000,0.00000000,0.00000000,0.00000000,-36.37229670,0.00000000
1,0,0.00000000,0.01250000,0.00000000,0.00000000,-36.37752313,0.00000000
1,1,0.01250000,0.01250000,0.00003411,-0.00001843,-36.37752313,0.00003877
1,2,0.02500000,0.01250000,0.00007141,-0.00001638,-36.37756404,0.00007327
1,3,0.03750000,0.01250000,0.00009398,-0.00000031,-36.37765815,0.00009398
1,4,0.05000000,0.01250000,0.00008741,0.00002407,-36.37779269,0.00009067
1,5,0.06250000,0.01250000,0.00004531,0.00005230,-36.37795783,0.00006920
1,6,0.07500000,0.01250000,-0.00003498,0.00008157,-36.37814341,0.00008875
1,7,0.08750000,0.01250000,-0.00015353,0.00011015,-36.37834027,0.00018895
1,8,0.10000000,0.01250000,-0.00030878,0.00013703,-36.37854067,0.00033782
1,9,0.11250000,0.01250000,-0.00049825,0.00016167,-36.37873816,0.00052382
1,10,0.12500000,0.01250000,-0.00071889,0.00018381,-36.37892756,0.00074202
1,11,0.13750000,0.01250000,-0.00096743,0.00020336,-36.37910470,0.00098857
1,12,0.15000000,0.01250000,-0.00124050,0.00022034,-36.37926635,0.00125991
1,13,0.16250000,0.01250000,-0.00153479,0.00023485,-36.37940999,0.00155265
1,14,0.17500000,0.01250000,-0.00184710,0.00024700,-36.37953371,0.00186354
1,15,0.18750000,0.01250000,-0.00217439,0.00025695,-36.37963609,0.00218952
1,16,0.20000000,0.01250000,-0.00251379,0.00026484,-36.37971608,0.00252770
1,17,0.21250000,0.01250000,-0.00286260,0.00027081,-36.37977292,0.00287538
1,18,0.22500000,0.01250000,-0.00321830,0.00027499,-36.37980612,0.00323002
1,19,0.23750000,0.01250000,-0.00357852,0.00027749,-36.37981531,0.00358927
1,20,0.25000000,0.01250000,-0.00394104,0.00027843,-36.37980028,0.00395087
1,21,0.26250000,0.01250000,-0.00430375,0.00027788,-36.37976091,0.00431272
1,22,0.27500000,0.01250000,-0.00466465,0.00027592,-36.37969716,0.00467280
1,23,0.28750000,0.01250000,-0.00502179,0.00027258,-36.37960906,0.00502918
1,24,0.30000000,0.01250000,-0.00537332,0.00026792,-36.37949666,0.00537999
1,25,0.31250000,0.01250000,-0.00571740,0.00026196,-36.37936010,0.00572340
1,26,0.32500000,0.01250000,-0.00605224,0.00025470,-36.37919956,0.00605760
1,27,0.33750000,0.01250000,-0.00637607,0.00024617,-36.37901530,0.00638082
1,28,0.35000000,0.01250000,-0.00668712,0.00023636,-36.37880764,0.00669129
1,29,0.36250000,0.01250000,-0.00698362,0.00022527,-36.37857701,0.00698726
1,30,0.37500000,0.01250000,-0.00726384,0.00021291,-36.37832394,0.00726696
1,31,0.38750000,0.01250000,-0.00752602,0.00019929,-36.37804908,0.00752866
1,32,0.40000000,0.01250000,-0.00776845,0.00018440,-36.37775323,0.00777063
1,33,0.41250000,0.01250000,-0.00798941,0.00016827,-36.37743736,0.00799118
1,34,0.42500000,0.01250000,-0.00818724,0.00015093,-36.37710258,0.00818863
1,35,0.43750000,0.01250000,-0.00836033,0.00013242,-36.37675020,0.00836138
1,36,0.45000000,0.01250000,-0.00850714,0.00011279,-36.37638175,0.00850789
1,37,0.46250000,0.01250000,-0.00862620,0.00009211,-36.37599891,0.00862669
